Pre_Spread_afterOpt_train
864.8353127566955
914.0001432716618
911.8854825902281
939.6367610419406
979.8794509773141
1042.8719234237142
945.2726038612045
910.2600233428732
841.1438761794825
805.2803257367294
826.2654149219935
856.7687029878924
862.2885087271306
909.9599297242886
894.9705804877345
852.9024269094624
829.4482650461578
786.4327969478796
772.2508287746664
770.676939304315
828.3345073938892
852.8512077744191
860.0923212490405
838.3203267122992
824.6668979356978
813.7652348484407
792.0905574305469
786.2868180935038
805.1254436256221
842.0069470628607
884.036568138755
966.5501678250677
956.2660932174812
945.1828293558295
921.1584175831595
849.0121128001227
804.1666716254745
779.5179596286546
824.3096661933268
878.2996184725001
944.5587883018242
960.2773660987098
1001.1382225648115
983.5053226082516
1008.925025131053
1081.3573483070281
1079.379849613287
1111.0189139949875
1166.3521057498142
1163.9293629112217
1199.3891237278376
1173.531301698277
1074.0374483788967
1095.141378509427
1121.8899327535319
1061.046499145979
1130.1937441858352
1112.2452258108538
1081.8189354162905
1060.3928822048863
1087.444980587736
1091.484375970535
1027.969009971261
1015.2121066242004
1007.4855636574573
951.5847689589332
997.5014657878019
1058.6357086246423
1060.2074993249994
936.1547135959418
843.0040457538007
814.6422742403466
799.8970213554035
820.4993772183352
784.3505477798208
748.2529387467916
774.5954699279248
755.3411964651126
724.7923338374662
777.1408358172756
709.1172051530542
716.0750088168363
660.9310722487628
662.6350092322498
663.2617741136569
692.9046693876717
706.7807202366987
658.0347290024418
677.6199932304863
679.6733322230058
716.8952162614501
728.677202832886
790.3938111481301
867.4764039012117
922.8679343474062
986.9636991810455
962.0567470031068
953.5387695595658
940.7699850399949
879.1919311167496
879.783936708178
921.2821992769173
954.4713857021811
983.3901494287078
991.4182851354599
962.1167931683684
895.0740554383995
886.1098378235693
849.206787691958
837.0707645394923
850.3006915136657
979.3536913075471
939.7038607005488
1032.856938570946
1118.2599245638164
1057.2794255221538
1033.1712154027368
1058.0941141672183
1061.490239087638
1112.5372851549562
1118.8557719715054
1130.0441979306456
1148.3844596018093
1088.4975569349183
1085.7513291017515
1031.3450517463596
1014.1310317246493
1002.1666300255702
952.0278990884874
1055.1378263909867
1013.4180597386807
1044.0860999786928
1084.2093175591833
1034.1807999965245
946.5996668003337
878.7824067159424
851.9173516805238
863.8879645699795
887.4909504422619
862.545392076316
866.4474730183964
867.4935192942891
865.3288438567191
831.3739811638795
830.5617470125372
787.9942208424535
807.4679606000485
842.4223282007587
899.806873247438
936.8999751328644
958.2740316987914
979.9120860884609
936.8651243710699
930.223538774279
921.9432965798298
979.1643751395836
990.7958600835325
956.2711140038114
958.0917690241745
963.5112098544828
940.4496202506904
926.3030364248634
896.6420398948685
881.1669753167686
866.6940657883117
875.8583017735463
854.0207727625993
843.5677382773757
854.230934341015
868.6090739866041
901.4813918786315
894.4488963955353
881.4387329995458
863.0703843991845
847.6625554169744
850.4476638535957
847.0483831555333
877.1461588760984
880.8081110565752
888.5431507386464
910.0884730342322
832.5156262859699
771.2262783754712
778.7801733717845
810.1907614848525
877.0599111173966
904.2861769191707
983.5824841665905
963.1748781515652
1014.8886826108362
1010.7664137629823
1049.2597662036599
993.5792762915628
956.4641296985445
936.0255960462662
996.0724219376648
1068.0731607599382
1120.837559677051
1128.7322684952528
1104.3326291709084
1074.8188616101042
1085.2644754442765
1129.8653603673513
1106.3191124296616
1062.8239388151753
1023.0350812117969
1060.7920855358184
1098.1906016504443
1042.1484220154011
1097.0930618240611
1104.3538709592287
1161.0479397344006
