Pre_Spread_train
827.8652087023838
890.748231309933
885.4203029494987
1006.4763449509326
1042.9974227549008
1045.3207052391854
993.6455222132241
981.7165810880444
856.5092126919586
837.2678405664905
813.1814363115908
837.6980579247237
855.8878141570744
881.8805367877719
925.1389356072314
898.9722691553814
894.1702122636
827.6420619374596
785.912190190399
809.4645667397428
813.8281725394331
869.0397283768459
850.9194576929636
858.2248326590218
852.7583257681929
815.5918660274318
817.2334802137989
824.8473934256523
842.4486161842469
864.3963090223845
935.9773599087692
951.1138923786064
1045.0597666395024
994.3012531696136
933.7073343483119
853.7359854278476
861.6158351577603
810.7093355353169
846.8239113197228
898.5526879366109
903.1023842523182
938.7959216211113
934.9409435823663
993.9993453600171
1031.7521013263745
1055.3245508575042
1075.3235421081122
1037.2836459486318
1080.2850750288576
1119.5734395106817
1133.9382547617793
1093.3350337464587
1109.411876154968
1061.0423117695252
1066.3562551056873
1048.786999205808
1063.676171558831
1034.4296439894604
1069.658509616094
1041.9977374442826
1064.6698603837513
1009.4924959487945
1028.004440054555
1030.7609127310843
968.0953503905812
1002.1086775485354
992.1081655697233
1034.4790794240969
1037.15751647827
947.227824086047
926.646096388005
845.3248661217118
823.7367223119438
837.0223352948288
773.9747015322157
767.6442420713404
725.6413142498958
731.4831414346569
770.6440704318615
749.9383171152197
740.434258252767
690.0467036498185
689.0147491153164
761.4024696175863
645.4414179160534
677.5904376704693
702.9580317489076
664.9676218417392
663.7479468142815
708.0824658099398
712.3616799665225
741.8421924405397
791.1237918100577
851.0373826496308
883.3549963944208
961.1802539012117
928.5898419817404
936.3898063259124
888.8711585063323
879.3339461924437
949.2392791504955
911.6916893850612
905.6906402597131
975.7456261900726
959.3535922316154
913.2410694905635
937.146786418784
882.5462737444492
820.6224474646374
842.3449176358102
884.2379382593251
977.8235507739543
997.4574576808989
1070.1929489448207
1078.241310086385
1057.7611161038076
1022.5944716389429
1071.120940678974
1104.694146113758
1067.4148685927082
1045.6289042769974
1048.0500006229065
1044.496178292162
1054.6321092124003
1080.882690891651
1018.2297821523246
980.3891929157927
958.5489248321413
942.9056588302097
952.6404451843156
1000.463038602276
1017.0620529526684
1077.2542275592677
1025.4386759502956
945.2341450444561
935.7174986438049
885.0866340927724
841.2291952451662
857.4410208335349
863.7584252335981
866.5322216556737
884.3219093861687
851.341163090566
825.9722655387535
825.0872020359008
808.4133726333314
824.6954257082297
854.2345779683417
882.256745120582
944.0258836668949
957.4131701138516
942.2537493630109
886.9754102070194
895.8408230155546
935.0446116401979
965.0187060319141
968.687650724527
948.0210371814842
929.5140528808433
959.9433008641153
941.0488826061669
943.4970952636736
921.4775017670438
883.981461451543
845.850491124639
886.3317382850041
894.2005402522832
867.3526781068969
861.80654373003
876.040788045935
889.8394639023863
901.0942475820738
924.7337052999961
892.6438474832898
872.532162955698
863.1917268445227
867.7636508114532
857.5657477360553
867.1276218678192
893.8605496767362
875.1083192745783
839.5729747884452
759.8927018900644
765.5637105407103
801.7059527380501
845.580954174277
903.8072355737565
986.0955808320575
965.2778253588174
1000.6034986571026
1063.6240122967927
1059.1593949332528
1011.2598940453304
994.4406663803268
971.183530361566
1004.350804205194
1027.4071494248844
1059.238202984275
1093.3806680189748
1068.0313073224727
1067.8046401630845
1088.2724956140733
1074.955703446442
1061.4183422404712
1030.369657284586
1057.6739536269483
1060.1834320739263
1073.7057105938359
1030.9843275592461
1102.541611018843
1095.4292301500059
1100.2757525077689
